date,followers,following,posts
2019-09-08 15:43:04.036153,127700,1131,2065
2019-09-09 12:00:45.332508,127800,1131,2065
2019-09-10 12:00:34.825010,127900,1131,2067
2019-09-11 12:00:35.492051,128000,1129,2068
2019-09-12 12:00:37.580069,128100,1128,2069
2019-09-13 12:00:38.013001,128100,1130,2071
2019-09-14 12:00:39.926134,128199,1131,2071
2019-09-15 12:00:40.524651,128300,1132,2071
2019-09-16 12:00:38.776695,128400,1132,2071
2019-09-17 12:00:40.785364,128500,1134,2072
2019-09-18 12:00:36.750299,128500,1135,2073
2019-09-19 12:00:40.499316,128600,1135,2074
2019-09-20 12:00:39.862432,128699,1135,2075
2019-09-21 12:00:38.913863,128800,1135,2078
2019-09-22 12:00:40.254402,128900,1135,2078
2019-09-23 12:00:38.543454,129000,1135,2079
2019-09-24 12:00:40.763958,129100,1135,2080
2019-09-25 12:00:37.620189,129199,1134,2080
2019-09-26 12:00:36.073619,129199,1134,2081
2019-09-27 12:00:39.278797,129300,1134,2082
2019-09-28 12:00:36.541309,129400,1133,2084
2019-09-29 12:00:39.102335,129500,1133,2084
2019-09-30 12:00:37.443224,129600,1133,2084
2019-10-01 12:00:37.718121,129600,1134,2085
2019-10-02 12:00:38.375752,129699,1134,2087
2019-10-03 12:00:38.253687,129800,1134,2087
2019-10-04 12:00:41.962004,129800,1134,2088
2019-10-05 12:00:39.283584,129900,1134,2088
2019-10-06 12:00:40.534260,129900,1134,2088
2019-10-07 12:00:38.867079,130000,1136,2088
2019-10-08 12:00:38.332230,130100,1136,2089
2019-10-09 12:00:42.843209,130199,1138,2090
2019-10-10 12:00:38.346705,130300,1138,2090
2019-10-11 12:00:38.610821,130300,1138,2091
2019-10-12 12:00:40.222521,130300,1137,2092
2019-10-13 12:00:44.984414,130500,1140,2093
2019-10-14 12:00:40.521013,130500,1140,2093
2019-10-15 12:00:40.559478,130600,1140,2093
2019-10-16 12:00:51.214949,130699,1140,2093
2019-10-17 12:00:37.793570,130699,1140,2094
2019-10-18 12:00:39.754060,130800,1140,2094
2019-10-19 12:00:39.181551,130800,1140,2095
2019-10-20 12:00:40.104722,130900,1140,2095
2019-10-21 12:00:40.591749,130900,1140,2095
2019-10-22 12:00:39.598697,131000,1140,2096
2019-10-23 12:00:37.078385,131000,1141,2097
2019-10-24 12:00:39.369018,131000,1142,2099
2019-10-25 12:00:41.075659,131100,1141,2100
2019-10-26 12:00:38.386607,131100,1141,2100
2019-10-27 12:00:41.223115,131200,1141,2100
2019-10-28 12:00:38.726526,131200,1141,2100
2019-10-29 12:00:37.374031,131200,1140,2102
2019-10-30 12:00:40.946925,131300,1140,2102
2019-10-31 12:00:37.564432,131300,1139,2103
2019-11-01 12:00:34.231572,131400,1139,2105
2019-11-02 12:00:33.448844,131400,1138,2105
2019-11-03 12:00:33.500527,131500,1138,2105
2019-11-04 12:00:34.079726,131500,1138,2105
2019-11-05 12:00:35.081758,131500,1139,2106
2019-11-06 12:00:46.990531,131600,1140,2107
2019-11-07 12:00:35.884266,131600,1140,2108
2019-11-08 12:00:34.569114,131600,1140,2108
2019-11-09 12:00:35.523476,131600,1140,2109
2019-11-10 12:00:34.424108,131700,1140,2110
2019-11-11 12:00:35.944749,131800,1140,2111
2019-11-12 12:00:36.529606,131800,1140,2113
2019-11-13 12:00:39.474427,131900,1140,2113
2019-11-14 12:00:59.998352,131900,1140,2114
2019-11-15 12:00:37.163864,132000,1141,2114
2019-11-16 12:00:33.428177,132000,1142,2115
2019-11-17 12:00:33.762209,132000,1144,2115
2019-11-18 12:00:34.119843,132100,1144,2115
2019-11-19 12:00:36.527118,132100,1142,2116
2019-11-20 12:00:33.750150,132200,1142,2117
2019-11-21 12:00:41.656201,132200,1151,2118
2019-11-22 12:00:35.780895,132200,1151,2118
2019-11-23 12:00:31.228424,132300,1151,2119
2019-11-24 12:00:31.555898,132300,1151,2120
2019-11-25 12:00:31.569686,132400,1151,2120
2019-11-26 12:00:31.482959,132400,1151,2121
2019-11-27 12:00:31.625175,132400,1150,2122
2019-11-28 12:00:30.497175,132400,1150,2123
2019-11-29 12:00:31.495300,132500,1151,2123
2019-11-30 12:00:32.374709,132500,1152,2123
2019-12-01 12:00:31.231200,132600,1152,2124
2019-12-02 12:00:33.207822,132700,1152,2125
2019-12-03 12:00:31.077949,132700,1152,2126
2019-12-04 12:00:54.526145,132800,1152,2126
2019-12-05 12:00:43.610376,132700,1152,2127
2019-12-06 12:00:49.343579,132800,1152,2128
2019-12-07 12:00:32.870590,132800,1152,2129
2019-12-08 12:00:33.659101,132900,1152,2130
2019-12-09 12:00:33.946294,132900,1152,2131
2019-12-10 12:00:31.349224,132900,1152,2133
2019-12-11 12:00:34.911089,132900,1152,2133
2019-12-12 12:00:36.293228,133000,1152,2134
2019-12-13 12:00:36.275762,133000,1152,2135
2019-12-14 12:00:32.254426,133000,1152,2136
2019-12-15 12:00:34.851998,133100,1152,2140
2019-12-16 12:00:35.496049,133100,1152,2141
2019-12-17 12:00:37.973598,133200,1154,2142
2019-12-18 12:00:36.965177,133200,1154,2144
2019-12-19 12:00:37.757314,133300,1154,2144
2019-12-20 12:00:33.456208,133300,1154,2146
2019-12-21 12:00:32.700417,133400,1155,2147
2019-12-22 12:00:34.661412,133400,1156,2149
2019-12-23 12:00:33.579131,133500,1156,2149
2019-12-24 12:00:32.726990,133600,1155,2149
2019-12-25 12:00:34.544068,133600,1156,2152
2019-12-26 12:00:33.189641,133600,1156,2156
2019-12-27 12:02:34.216503,133700,1156,2157
2019-12-28 12:00:33.373116,133800,1157,2158
2019-12-29 12:00:34.180085,133900,1157,2158
2019-12-30 12:00:34.055695,134000,1166,2159
2019-12-31 12:00:35.585602,134100,1167,2161
2020-01-01 12:00:34.038697,134100,1167,2166
2020-01-02 12:00:34.879059,134300,1166,2171
2020-01-03 12:00:34.125796,134300,1165,2171
2020-01-04 12:00:34.818696,134400,1164,2171
2020-01-05 12:00:33.688548,134500,1164,2171
2020-01-06 12:00:58.625318,134600,1164,2171
2020-01-07 12:00:36.607474,134700,1164,2171
2020-01-08 12:00:35.494950,134800,1164,2171
2020-01-09 12:00:42.380991,134900,1164,2172
2020-01-10 12:00:46.307825,134900,1164,2172
2020-01-11 12:00:35.125705,135000,1164,2172
2020-01-12 12:00:36.405489,135100,1165,2172
2020-01-13 12:00:36.518793,135100,1165,2173
2020-01-14 12:00:36.734981,135200,1165,2173
2020-01-15 12:00:35.923007,135200,1166,2175
2020-01-16 12:00:56.422375,135400,1167,2175
2020-01-17 12:00:35.007519,135500,1167,2176
2020-01-18 12:00:35.234723,135500,1167,2176
2020-01-19 12:00:35.159598,135500,1167,2176
2020-01-20 12:00:36.385057,135600,1167,2176
2020-01-21 12:00:35.733417,135600,1167,2177
2020-01-22 12:00:34.643597,135700,1167,2177
2020-01-23 12:00:35.135475,135700,1174,2178
2020-01-24 12:00:34.956240,135700,1175,2179
2020-01-25 12:00:35.460493,135800,1175,2179
2020-01-27 12:00:38.028017,135800,1174,2179
2020-01-28 12:00:36.720025,135900,1175,2181
2020-01-29 12:00:33.717054,135900,1177,2181
2020-01-30 12:00:36.513228,136000,1177,2182
2020-01-31 12:00:36.439028,136000,1177,2183
2020-02-01 12:00:34.668150,136000,1177,2185
2020-02-02 12:00:34.675636,136100,1177,2185
2020-02-03 12:00:35.770055,136200,1177,2187
2020-02-04 12:00:38.593419,136200,1177,2187
2020-02-05 12:00:35.073501,136200,1177,2188
2020-02-06 12:00:43.882079,136300,1177,2188
2020-02-07 12:00:38.422541,136300,1177,2189
2020-02-08 12:00:36.489455,136300,1177,2191
2020-02-09 12:00:36.862339,136400,1176,2192
2020-02-10 12:00:37.443269,136400,1176,2194
2020-02-11 12:00:41.255007,136400,1176,2195
2020-02-12 12:00:39.860313,136500,1176,2196
2020-02-13 12:00:44.145685,136500,1176,2197
2020-02-14 12:00:42.279165,136500,1177,2199
2020-02-15 12:00:36.528273,136600,1176,2202
2020-02-16 12:00:37.142328,136600,1176,2203
2020-02-17 12:00:36.587593,136600,1176,2203
2020-02-18 12:00:36.915839,136700,1176,2204
2020-02-19 12:00:39.700173,136700,1176,2204
2020-02-20 12:00:39.027791,136700,1177,2206
2020-02-21 12:00:48.345323,136700,1177,2207
2020-02-22 12:00:35.878859,136800,1177,2207
2020-02-23 12:00:36.490508,136800,1177,2207
2020-02-24 12:00:39.371140,136900,1176,2207
2020-02-25 12:00:36.548885,136900,1176,2208
2020-02-26 12:00:39.285201,136900,1176,2208
2020-02-27 12:00:36.456874,136900,1178,2209
2020-02-28 12:00:40.285253,136900,1177,2209
2020-02-29 12:00:35.434697,137000,1177,2210
2020-03-01 12:00:35.900262,137000,1184,2210
2020-03-02 12:00:37.528762,137000,1185,2211
2020-03-03 12:00:36.594275,137000,1185,2212
2020-03-04 12:00:36.293819,137000,1184,2213
2020-03-05 12:00:36.117435,137100,1184,2214
2020-03-06 12:00:37.464755,137100,1184,2216
2020-03-07 12:00:38.397934,137100,1201,2216
2020-03-09 12:00:35.889061,137200,1201,2219
2020-03-10 12:00:37.092782,137200,1200,2219
2020-03-11 12:00:37.855728,137200,1198,2219
2020-03-12 12:00:36.862230,137300,1198,2220
2020-03-13 12:00:38.265772,137300,1200,2222
2020-03-14 12:00:36.141866,137400,1201,2222
2020-03-15 12:00:38.148652,137400,1201,2222
2020-03-16 12:00:43.448714,137500,1201,2223
2020-03-17 12:00:41.743710,137500,1201,2223
2020-03-18 12:00:39.389810,137500,1201,2225
2020-03-19 12:00:39.203456,137600,1202,2225
2020-03-20 12:00:40.876155,137600,1202,2225
2020-03-21 12:00:39.117667,137600,1202,2226
2020-03-22 12:00:52.723928,137700,1202,2227
2020-03-23 12:00:37.494327,137700,1202,2228
2020-03-24 12:00:40.486149,137700,1202,2229
2020-03-25 12:00:43.381305,137700,1204,2231
2020-03-26 12:00:43.208751,137800,1204,2232
